Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
389,20,RL,93.0,9382,,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,7,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1468,1468,Ex,Y,SBrkr,1479,0,1479,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1999.0,RFn,2,577,TA,TA,Y,120,25,0,None,7,2008,WD,Normal,191000
390,60,RL,96.0,12474,,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,10,5,2007,2008,Gable,VinylSd,VinylSd,Stone,272.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,402,1682,Ex,Y,SBrkr,1742,590,2332,1,0,2,1,3,1,Ex,9,Typ,1,Ex,BuiltIn,2008.0,Fin,3,846,TA,TA,Y,196,134,0,None,8,2008,New,Partial,426000
391,50,RL,50.0,8405,Grvl,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,Gd,No,Rec,BLQ,229,861,Ex,Y,SBrkr,961,406,1367,1,0,1,0,4,1,TA,7,Typ,0,,Detchd,1978.0,Unf,1,384,TA,TA,Y,0,130,1,MnPrv,4,2008,WD,Normal,119000
392,60,RL,71.0,12209,,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,2Story,6,5,2001,2002,Gable,VinylSd,VinylSd,,0.0,TA,TA,PConc,Ex,TA,No,ALQ,Unf,114,804,Ex,Y,SBrkr,804,1157,1961,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001.0,Fin,2,560,TA,TA,Y,125,192,0,None,6,2009,WD,Normal,215000
393,20,RL,,8339,,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1959,1959,Gable,MetalSd,MetalSd,,0.0,TA,TA,Slab,,,,,,0,0,TA,Y,SBrkr,882,0,882,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1959.0,RFn,1,294,TA,TA,Y,0,0,0,MnPrv,7,2007,WD,Normal,106500
394,30,RL,,7446,,Reg,Lvl,Corner,Gtl,BrkSide,Feedr,1Fam,1Story,4,5,1941,1950,Gable,WdShing,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,522,788,TA,Y,FuseA,788,0,788,0,0,1,0,2,1,TA,4,Typ,2,TA,,,,0,0,Other,Other,Y,0,0,0,GdWo,4,2006,WD,Other,100000
395,50,RL,60.0,10134,,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,735,735,Gd,Y,FuseA,735,299,1034,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1940.0,Unf,1,240,TA,TA,Y,0,39,0,None,7,2007,WD,Normal,109000
396,20,RL,68.0,9571,,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,6,1956,1956,Gable,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,405,1144,TA,Y,SBrkr,1144,0,1144,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1956.0,Unf,1,596,TA,TA,Y,44,0,0,None,6,2010,WD,Normal,129000
397,20,RL,60.0,7200,,Reg,Low,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,5,1972,1972,Hip,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Av,Rec,Unf,117,894,TA,Y,SBrkr,894,0,894,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1985.0,RFn,2,600,TA,TA,Y,215,0,0,None,9,2009,WD,Normal,123000
398,60,RL,69.0,7590,,Reg,Lvl,Inside,Gtl,NAmes,PosN,1Fam,2Story,5,5,1962,1962,Gable,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,324,864,TA,Y,SBrkr,876,936,1812,0,0,2,0,4,1,TA,8,Typ,1,TA,Attchd,1962.0,RFn,1,264,TA,TA,Y,0,168,0,None,7,2007,WD,Normal,169500
399,30,RM,60.0,8967,,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1Story,5,2,1920,1950,Gable,MetalSd,MetalSd,,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,Unf,961,961,Gd,Y,Mix,1077,0,1077,0,0,1,0,2,1,TA,6,Maj2,0,,Detchd,1920.0,Unf,1,338,Other,Other,N,0,0,0,None,11,2007,WD,Other,67000
400,60,FV,65.0,8125,,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2006,2007,Gable,CemntBd,CmentBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,280,1092,Ex,Y,SBrkr,1112,438,1550,1,0,2,0,2,1,Gd,7,Typ,0,,Attchd,2007.0,Fin,2,438,TA,TA,Y,0,168,0,None,10,2009,WD,Normal,241000
401,120,RL,38.0,14963,,IR2,Lvl,Inside,Gtl,Veenker,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,BrkFace,BrkFace,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,474,1260,Ex,Y,SBrkr,1288,0,1288,1,0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,1996.0,Fin,2,500,TA,TA,Y,120,30,0,None,12,2008,WD,Normal,245500
402,20,RL,65.0,8767,,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1286,1310,Ex,Y,SBrkr,1310,0,1310,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2,400,TA,TA,Y,0,0,0,None,7,2006,New,Partial,164990
403,30,RL,60.0,10200,,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,8,1940,1997,Gable,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,672,672,Ex,Y,SBrkr,672,0,672,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1940.0,Unf,1,240,TA,TA,N,168,0,0,GdPrv,8,2008,WD,Normal,108000
404,60,RL,93.0,12090,,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,650.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1141,1141,Gd,Y,SBrkr,1165,1098,2263,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1998.0,Fin,2,420,TA,TA,Y,144,123,0,None,7,2006,WD,Other,258000
405,60,RL,,10364,,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1995,1996,Gable,MetalSd,MetalSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,806,806,Gd,Y,SBrkr,806,766,1572,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,373,TA,TA,Y,0,40,0,None,5,2007,WD,Normal,168000
406,20,RL,,9991,,IR1,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,4,4,1976,1993,Gable,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,165,1281,Ex,Y,SBrkr,1620,0,1620,1,0,2,0,3,1,TA,8,Min1,1,TA,Attchd,1993.0,Unf,2,490,TA,TA,Y,120,78,0,GdWo,6,2009,WD,Normal,150000
407,50,RL,51.0,10480,,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1064,1064,Ex,Y,FuseA,1166,0,1639,0,0,1,0,3,1,TA,6,Maj2,0,,Detchd,1936.0,Unf,1,240,TA,TA,Y,0,0,0,None,3,2008,WD,Normal,115000
408,70,RL,63.0,15576,,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,6,7,1915,1976,Gable,Wd Sdng,Plywood,,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,Unf,840,840,Ex,Y,SBrkr,840,840,1680,0,0,2,0,4,1,TA,8,Typ,0,,Attchd,1960.0,Unf,1,308,TA,TA,Y,0,0,1,None,3,2008,WD,Normal,177000
409,60,RL,109.0,14154,,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,1063,1063,Ex,Y,SBrkr,1071,1101,2172,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,RFn,3,947,TA,TA,Y,192,62,0,None,8,2007,New,Partial,280000
410,60,FV,85.0,10800,,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,2007,2008,Gable,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,245,1034,Ex,Y,SBrkr,1050,1028,2078,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,Fin,3,836,TA,TA,Y,0,102,0,None,4,2008,New,Partial,339750
411,20,RL,68.0,9571,,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,3,1958,1958,Gable,BrkComm,Brk Cmn,,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,Unf,1276,1276,TA,Y,FuseA,1276,0,1276,0,0,1,0,3,1,TA,5,Mod,0,,Attchd,1958.0,Unf,1,350,TA,TA,Y,0,0,0,None,6,2009,COD,Other,60000
412,190,RL,100.0,34650,,Reg,Bnk,Inside,Gtl,Gilbert,Norm,2fmCon,1Story,5,5,1955,1955,Hip,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,0,1056,TA,N,SBrkr,1056,0,1056,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1955.0,Fin,2,572,TA,TA,Y,264,0,0,None,1,2006,WD,Normal,145000
413,20,FV,,4403,,IR2,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,2009,2009,Gable,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,892,1470,Ex,Y,SBrkr,1478,0,1478,1,0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,2009.0,Fin,2,484,TA,TA,Y,0,144,0,None,6,2010,New,Partial,222000
414,30,RM,56.0,8960,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1Story,5,6,1927,1950,Gable,WdShing,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1008,1008,Gd,Y,FuseA,1028,0,1028,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1927.0,Unf,2,360,TA,TA,Y,0,0,1,None,3,2010,WD,Normal,115000
415,60,RL,59.0,11228,,IR2,Lvl,CulDSac,Gtl,SawyerW,Norm,1Fam,2Story,7,5,1993,1993,Gable,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,GLQ,499,1080,Ex,Y,SBrkr,1080,1017,2097,0,1,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,Unf,3,678,TA,TA,Y,196,187,0,None,12,2008,WD,Normal,228000
416,20,RL,73.0,8899,,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1316,1340,Ex,Y,SBrkr,1340,0,1340,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,Fin,2,396,TA,TA,Y,100,30,0,None,8,2007,New,Partial,181134
417,60,RL,74.0,7844,,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,2Story,6,7,1978,1978,Hip,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,463,672,TA,Y,SBrkr,672,728,1400,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,TA,TA,Y,0,0,0,None,3,2006,WD,Normal,149500
418,70,RL,86.0,22420,,IR1,Lvl,Inside,Gtl,Crawfor,Feedr,1Fam,2Story,6,6,1918,1950,Hip,Wd Sdng,Stucco,,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,Unf,242,1370,TA,N,FuseA,1370,1254,2624,1,0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1918.0,Unf,3,864,TA,TA,N,0,0,0,None,11,2007,WD,Normal,239000
419,50,RL,60.0,8160,,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,444,756,Fa,N,FuseF,756,378,1134,1,0,1,1,3,1,TA,7,Typ,0,,Detchd,1940.0,Unf,1,240,TA,TA,P,0,0,0,None,4,2007,WD,Other,126000
420,20,RL,65.0,8450,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1968,1968,Gable,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,281,1056,Ex,Y,SBrkr,1056,0,1056,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1968.0,Unf,1,304,TA,TA,Y,0,85,1,None,7,2010,WD,Normal,142000
421,90,RM,78.0,7060,,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,Unf,35,1344,Ex,Y,SBrkr,1344,0,1344,2,0,2,0,2,0,TA,8,Typ,0,,Attchd,1997.0,Fin,4,784,TA,TA,Y,0,0,0,None,11,2008,WD,Other,206300
422,20,RL,,16635,,IR1,Lvl,FR2,Gtl,NWAmes,Norm,1Fam,1Story,6,7,1977,2000,Gable,CemntBd,CmentBd,Stone,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,356,1602,Gd,Y,SBrkr,1602,0,1602,0,1,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1977.0,Fin,2,529,TA,TA,Y,240,0,0,None,6,2009,WD,Normal,215000
423,20,RL,100.0,21750,,Reg,HLS,Inside,Mod,Mitchel,Artery,1Fam,1Story,5,5,1954,1954,Hip,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,988,988,Ex,Y,FuseA,988,0,988,0,0,1,0,2,1,TA,4,Typ,0,,Attchd,1954.0,RFn,2,520,TA,TA,N,0,0,0,None,2,2008,WD,Normal,113000
424,60,RL,80.0,9200,,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,484,1470,Gd,Y,SBrkr,1470,1160,2630,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,3,696,TA,TA,Y,0,66,0,None,6,2008,WD,Normal,315000
425,20,RL,72.0,9000,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,1956,1956,Gable,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,Unf,580,1196,Gd,Y,FuseA,1196,0,1196,1,0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1956.0,RFn,1,297,TA,TA,Y,0,44,0,None,5,2008,WD,Normal,139000
426,60,RM,60.0,3378,Grvl,Reg,HLS,Inside,Gtl,OldTown,Norm,1Fam,2Story,7,8,1946,1992,Gable,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,651,651,Gd,Y,SBrkr,707,682,1389,0,0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1947.0,Unf,1,240,TA,TA,P,0,0,1,None,9,2009,WD,Normal,135000
427,80,RL,,12800,,Reg,Low,Inside,Mod,SawyerW,Norm,1Fam,SLvl,7,5,1989,1989,Gable,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,0,1518,Gd,Y,SBrkr,1644,0,1644,1,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989.0,Fin,2,569,TA,TA,Y,80,0,0,None,8,2009,WD,Normal,275000
428,20,RL,77.0,8593,,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,6,1957,1957,Hip,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,619,907,Ex,Y,SBrkr,907,0,907,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1964.0,Unf,1,352,TA,TA,Y,0,0,0,None,7,2008,WD,Normal,109008
429,20,RL,64.0,6762,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,544,1208,Ex,Y,SBrkr,1208,0,1208,1,0,2,0,2,1,Gd,6,Typ,0,,Attchd,2007.0,RFn,2,628,TA,TA,Y,105,54,0,None,9,2007,New,Partial,195400
430,20,RL,130.0,11457,,IR1,Lvl,Corner,Gtl,Timber,Norm,1Fam,1Story,6,5,1988,1988,Gable,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,Unf,387,1392,TA,Y,SBrkr,1412,0,1412,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1988.0,Unf,2,576,TA,TA,Y,0,0,1,None,3,2009,WD,Normal,175000
431,160,RM,21.0,1680,,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,96,483,TA,Y,SBrkr,483,504,987,0,0,1,1,2,1,TA,4,Typ,0,,Detchd,1971.0,Unf,1,264,TA,TA,Y,0,0,0,None,7,2008,COD,Other,85400
432,50,RM,60.0,5586,,IR1,Bnk,Inside,Gtl,OldTown,Feedr,1Fam,1.5Fin,6,7,1920,1998,Gable,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,901,901,Gd,Y,SBrkr,1088,110,1198,0,0,1,0,4,1,TA,7,Typ,0,,,,,0,0,Other,Other,N,0,98,0,MnPrv,9,2008,Other,Other,79900
433,160,RM,24.0,1920,,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,294,765,Ex,Y,SBrkr,765,600,1365,1,0,1,1,2,1,TA,6,Min1,0,,Detchd,1971.0,Unf,2,440,TA,TA,Y,240,36,0,None,8,2007,WD,Normal,122500
434,60,RL,100.0,10839,,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1997,1998,Gable,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,926,926,Ex,Y,SBrkr,926,678,1604,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2,470,TA,TA,Y,0,36,0,None,7,2008,WD,Normal,181000
435,180,RM,21.0,1890,,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CemntBd,CmentBd,,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,Unf,135,630,Gd,Y,SBrkr,630,0,630,1,0,1,0,1,1,TA,3,Typ,0,,,,,0,0,Other,Other,Y,88,0,0,None,6,2008,WD,Normal,81000
436,60,RL,43.0,10667,,IR2,Lvl,CulDSac,Gtl,CollgCr,PosN,1Fam,2Story,7,6,1996,1996,Gable,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,ALQ,70,799,Ex,Y,SBrkr,827,834,1661,1,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1996.0,RFn,2,550,TA,TA,Y,158,61,0,None,4,2009,Other,Normal,212000
437,50,RM,40.0,4400,,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,Stucco,Stucco,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,648,648,TA,Y,FuseA,734,384,1118,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1990.0,Unf,2,440,TA,TA,Y,0,0,0,None,10,2006,WD,Normal,116000
438,45,RM,50.0,6000,,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,Wd Sdng,Wd Sdng,,0.0,Gd,TA,PConc,TA,TA,No,Unf,Unf,884,884,Gd,Y,SBrkr,904,0,904,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1926.0,Unf,1,180,TA,TA,Y,0,0,1,None,1,2009,WD,Normal,119000
439,30,RL,40.0,4280,,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1Story,5,6,1913,2002,Gable,WdShing,Stucco,,0.0,TA,TA,PConc,TA,TA,No,LwQ,Unf,75,440,TA,N,SBrkr,694,0,694,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Detchd,1990.0,Unf,1,352,Other,TA,P,0,0,1,MnPrv,3,2007,WD,Normal,90350
440,50,RL,67.0,12354,Grvl,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,Unf,684,684,Gd,Y,SBrkr,684,512,1196,0,0,1,0,3,1,Gd,7,Typ,0,,Detchd,2005.0,Unf,2,528,TA,TA,Y,0,46,0,GdPrv,8,2009,Other,Normal,110000
441,20,RL,105.0,15431,,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,10,5,2008,2008,Hip,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,ALQ,788,3094,Ex,Y,SBrkr,2402,0,2402,1,0,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,2008.0,Fin,3,672,TA,TA,Y,0,72,0,None,4,2009,WD,Normal,555000
442,90,RL,92.0,12108,,Reg,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,4,4,1955,1955,Gable,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1307,1440,TA,N,FuseF,1440,0,1440,0,0,2,0,4,0,Fa,8,Typ,0,,,,,0,0,Other,Other,Y,0,0,0,None,9,2008,WD,Normal,118000
443,50,RM,52.0,6240,,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,MetalSd,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,1078,1078,TA,Y,SBrkr,1128,445,1573,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1930.0,Unf,2,360,TA,TA,P,0,0,0,None,6,2008,WD,Normal,162900
444,120,RL,53.0,3922,,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,1258,1258,Ex,Y,SBrkr,1258,0,1258,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,3,648,TA,TA,Y,144,16,0,None,6,2007,New,Partial,172500
445,60,RL,70.0,8750,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1994,1995,Gable,VinylSd,VinylSd,,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,273,915,Ex,Y,SBrkr,933,975,1908,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,Unf,2,493,TA,TA,Y,144,133,0,None,7,2008,WD,Normal,210000
446,20,RL,73.0,9855,,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,6,5,1956,1956,Hip,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1436,1436,Fa,Y,SBrkr,1689,0,1689,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1956.0,Unf,2,480,TA,TA,Y,0,0,0,MnPrv,11,2009,COD,Normal,127500
447,20,RL,137.0,16492,,IR1,Lvl,Corner,Gtl,NAmes,PosA,1Fam,1Story,6,6,1966,2002,Gable,BrkFace,Plywood,,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,Rec,557,1517,Ex,Y,SBrkr,1888,0,1888,0,0,2,1,2,1,Gd,6,Mod,1,Gd,Attchd,1966.0,Fin,2,578,TA,TA,Y,0,0,0,None,6,2010,WD,Normal,190000
448,60,RL,,11214,,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,930,930,Gd,Y,SBrkr,956,930,1886,0,0,2,1,4,1,Gd,10,Typ,1,TA,Attchd,1998.0,Fin,2,431,TA,TA,Y,89,0,0,None,7,2006,WD,Normal,199900
449,50,RM,50.0,8600,,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,780,780,TA,Y,SBrkr,780,596,1376,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1937.0,Unf,1,198,TA,TA,N,0,0,0,None,6,2006,WD,Normal,119500
450,50,RM,50.0,6000,,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,318,649,Ex,Y,SBrkr,679,504,1183,0,0,1,1,2,1,TA,6,Typ,0,,Detchd,1981.0,Unf,1,308,TA,TA,Y,0,176,0,None,6,2007,WD,Normal,120000
451,30,RM,70.0,5684,,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,6,8,1930,2005,Hip,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,813,813,Ex,Y,FuseA,813,0,813,0,0,1,0,2,1,Gd,5,Typ,0,,Detchd,1932.0,Unf,1,270,Other,Other,N,0,113,0,None,6,2006,WD,Normal,110000
